X,Y
-1.0,2.744447
-0.9933110367892976,2.727334
-0.9866220735785952,2.7102215
-0.979933110367893,2.6931083
-0.9732441471571908,2.6759956000000003
-0.9665551839464884,2.6588826
-0.959866220735786,2.64177
-0.9531772575250836,2.624657
-0.9464882943143812,2.607544
-0.9397993311036791,2.5904312000000003
-0.9331103678929766,2.5733185
-0.9264214046822744,2.5562055
-0.9197324414715721,2.5390928
-0.9130434782608696,2.5219798
-0.9063545150501672,2.5048668
-0.8996655518394648,2.4877536
-0.8929765886287625,2.4706411
-0.8862876254180602,2.4535282000000005
-0.8795986622073578,2.4364154
-0.8729096989966555,2.4193029999999998
-0.8662207357859532,2.4021897
-0.8595317725752508,2.3850767999999998
-0.8528428093645485,2.3679639999999997
-0.8461538461538461,2.3508508
-0.8394648829431438,2.3337383
-0.8327759197324415,2.3166256
-0.8260869565217391,2.2995124
-0.8193979933110368,2.2824
-0.8127090301003345,2.265287
-0.8060200668896321,2.248174
-0.7993311036789298,2.231061
-0.7926421404682275,2.2139482000000004
-0.7859531772575251,2.1968355
-0.7792642140468228,2.1797223
-0.7725752508361204,2.1626098
-0.7658862876254181,2.1454966
-0.7591973244147157,2.1283838999999998
-0.7525083612040133,2.111271
-0.7458193979933109,2.0941582
-0.7391304347826086,2.0770454
-0.7324414715719063,2.0599327
-0.7257525083612041,2.0428197
-0.7190635451505016,2.0257068
-0.7123745819397993,2.008594
-0.7056856187290971,1.9914811999999997
-0.6989966555183946,1.9743685000000002
-0.6923076923076923,1.9572555
-0.68561872909699,1.9401428
-0.6789297658862876,1.92303
-0.6722408026755853,1.9059169999999999
-0.6655518394648829,1.8888041000000002
-0.6588628762541806,1.8716913
-0.6521739130434783,1.8545786
-0.6454849498327759,1.8374653000000003
-0.6387959866220736,1.8203528000000002
-0.6321070234113713,1.8032400000000002
-0.6254180602006689,1.7861271
-0.6187290969899666,1.7690139999999999
-0.6120401337792643,1.7519015
-0.6053511705685619,1.7347883000000002
-0.5986622073578596,1.7176754
-0.5919732441471572,1.7005626
-0.5852842809364549,1.6834499
-0.5785953177257526,1.6663369
-0.5719063545150502,1.6492242
-0.5652173913043479,1.6321112
-0.5585284280936456,1.6149985
-0.5518394648829432,1.5978856000000001
-0.5451505016722409,1.5807728
-0.5384615384615385,1.5636598999999998
-0.5317725752508362,1.5465467
-0.5250836120401338,1.529434
-0.5183946488294314,1.5123212
-0.5117056856187291,1.4952083
-0.5050167224080268,1.4780953000000001
-0.4983277591973244,1.4609823999999998
-0.4916387959866221,1.4438696000000002
-0.4849498327759197,1.4267566999999999
-0.4782608695652174,1.4096440000000001
-0.4715719063545151,1.3925313
-0.4648829431438127,1.3754183
-0.4581939799331104,1.3583053
-0.4515050167224081,1.3411924
-0.4448160535117057,1.3240796000000001
-0.4381270903010034,1.306967
-0.43143812709030105,1.2898538999999998
-0.4247491638795987,1.2727412
-0.4180602006688964,1.2556285
-0.4113712374581941,1.2385155
-0.4046822742474917,1.2214023999999999
-0.3979933110367893,1.2042897
-0.3913043478260869,1.1871768
-0.3846153846153846,1.1700639
-0.37792642140468224,1.1529511000000001
-0.3712374581939799,1.1358383
-0.3645484949832776,1.1187254999999998
-0.35785953177257523,1.1016126
-0.3511705685618729,1.0844996999999998
-0.34448160535117056,1.0755165
-0.3377926421404682,1.072598
-0.3311036789297659,1.0696799
-0.32441471571906355,1.0667613
-0.3177257525083612,1.0638428999999998
-0.3110367892976589,1.0609249
-0.3043478260869565,1.0580063999999998
-0.2976588628762542,1.0550882
-0.2909698996655519,1.05217
-0.28428093645484953,1.0492516
-0.2775919732441472,1.0463332
-0.2709030100334449,1.043415
-0.2642140468227425,1.0404968
-0.2575250836120402,1.0375785
-0.25083612040133785,1.0346601
-0.2441471571906355,1.0317418999999999
-0.2374581939799332,1.0288234
-0.23076923076923084,1.0259051
-0.2240802675585284,1.022987
-0.21739130434782605,1.0200688
-0.2107023411371237,1.0171504
-0.20401337792642135,1.014232
-0.19732441471571904,1.0113136999999999
-0.1906354515050167,1.0083954
-0.1839464882943144,1.005477
-0.17725752508361206,1.0025587
-0.1705685618729097,0.9996406999999999
-0.16387959866220736,0.9967220999999999
-0.15719063545150502,0.9938040000000001
-0.1505016722408027,0.9893353000000001
-0.14381270903010035,0.9841255999999999
-0.137123745819398,0.97891545
-0.13043478260869568,0.9737051999999999
-0.12374581939799335,0.96849513
-0.117056856187291,0.96328497
-0.11036789297658868,0.95807505
-0.10367892976588633,0.952865
-0.096989966555184,0.94765496
-0.09030100334448166,0.9424448000000001
-0.08361204013377932,0.93723464
-0.07692307692307697,0.9320246999999999
-0.07023411371237465,0.9268148
-0.06354515050167231,0.9216045
-0.05685618729096986,0.92082167
-0.050167224080267525,0.92223656
-0.04347826086956519,0.92365146
-0.03678929765886285,0.9250666
-0.03010033444816052,0.9264815000000001
-0.023411371237458182,0.9278965
-0.01672240802675584,0.9293114
-0.010033444816053505,0.9307263000000001
-0.0033444816053511683,0.9321414000000001
0.0033444816053511683,0.9335563
0.010033444816053505,0.93497133
0.01672240802675584,0.93638635
0.023411371237458182,0.93780136
0.03010033444816052,0.9392159999999999
0.03678929765886285,0.9406314
0.04347826086956519,0.94204617
0.050167224080267525,0.9434611999999999
0.05685618729096986,0.9448761
0.0635451505016722,0.9462911
0.07023411371237454,0.9477061
0.07692307692307687,0.9491209999999999
0.08361204013377921,0.95053613
0.09030100334448156,0.9521809999999999
0.09698996655518388,0.9541069
0.10367892976588622,0.95603347
0.11036789297658857,0.95795965
0.11705685618729088,0.95988595
0.12374581939799326,0.9618120000000001
0.13043478260869554,0.9637382
0.1371237458193979,0.9656644
0.14381270903010024,0.9675906999999999
0.15050167224080258,0.9695169
0.1571906354515049,0.9716016
0.16387959866220725,0.97892416
0.1705685618729096,0.9862472
0.17725752508361192,0.99356985
0.18394648829431426,1.0008929
0.1906354515050166,1.0082156999999998
0.19732441471571893,1.0155383
0.2040133779264215,1.0228610999999999
0.21070234113712386,1.030184
0.21739130434782614,1.0375068
0.2240802675585285,1.0448295
0.23076923076923084,1.0521523000000002
0.2374581939799332,1.0594752
0.2441471571906355,1.0667981000000002
0.25083612040133785,1.0741206
0.2575250836120402,1.0814434
0.2642140468227425,1.0887663
0.2709030100334449,1.0960896
0.2775919732441472,1.1034122
0.28428093645484953,1.110735
0.2909698996655519,1.1180576
0.2976588628762542,1.1253805000000001
0.3043478260869565,1.1327033000000002
0.3110367892976589,1.1400261999999999
0.3177257525083612,1.1473488
0.32441471571906355,1.154672
0.3311036789297659,1.1619946
0.3377926421404682,1.1693175
0.34448160535117056,1.17664
0.3511705685618729,1.1839629999999999
0.35785953177257523,1.1912857
0.3645484949832776,1.1992043
0.3712374581939799,1.2097790000000002
0.37792642140468224,1.2203540000000002
0.3846153846153846,1.2309287
0.3913043478260869,1.2415035
0.3979933110367893,1.2520783000000002
0.4046822742474916,1.262653
0.4113712374581939,1.2732279
0.41806020066889626,1.2838026000000002
0.4247491638795986,1.2943774
0.43143812709030094,1.3049523
0.4381270903010033,1.3155273
0.4448160535117056,1.3261021000000002
0.451505016722408,1.3366768
0.4581939799331103,1.3472514
0.4648829431438126,1.3578261
0.471571906354515,1.368401
0.4782608695652173,1.378976
0.4849498327759196,1.3895509
0.491638795986622,1.4039571000000002
0.4983277591973243,1.4217113000000001
0.5050167224080266,1.4394652000000001
0.511705685618729,1.457219
0.5183946488294313,1.4749732
0.5250836120401337,1.4927270000000001
0.531772575250836,1.5104812
0.5384615384615383,1.5282354
0.5451505016722409,1.5459895000000001
0.5518394648829432,1.5637435
0.5585284280936456,1.5814973
0.5652173913043479,1.5992515
0.5719063545150502,1.6170052
0.5785953177257526,1.6347593999999999
0.5852842809364549,1.6525134999999997
0.5919732441471572,1.6702675
0.5986622073578596,1.6880215
0.6053511705685619,1.7057755000000001
0.6120401337792643,1.7235296000000002
0.6187290969899666,1.7412835
0.6254180602006689,1.7590377000000001
0.6321070234113713,1.7767918000000003
0.6387959866220736,1.7945457999999999
0.6454849498327759,1.8122998
0.6521739130434783,1.8300538
0.6588628762541806,1.8478078000000002
0.6655518394648829,1.8655618000000003
0.6722408026755853,1.8833156999999998
0.6789297658862876,1.9010698000000001
0.68561872909699,1.9188241000000001
0.6923076923076923,1.9365782
0.6989966555183946,1.954332
0.7056856187290971,1.9720863000000002
0.7123745819397993,1.9898398999999998
0.7190635451505016,2.0075936000000003
0.7257525083612041,2.025348
0.7324414715719063,2.043102
0.7391304347826086,2.0608560000000002
0.7458193979933109,2.07861
0.7525083612040133,2.096364
0.7591973244147157,2.114118
0.765886287625418,2.131872
0.7725752508361203,2.149626
0.7792642140468227,2.1673799
0.785953177257525,2.1851342000000002
0.7926421404682273,2.202888
0.7993311036789297,2.2206422999999997
0.806020066889632,2.2383962000000004
0.8127090301003344,2.2561502
0.8193979933110367,2.2739043
0.826086956521739,2.2916582
0.8327759197324414,2.3094122
0.8394648829431437,2.3271666
0.8461538461538459,2.3449206
0.8528428093645484,2.3626745
0.8595317725752507,2.3804286
0.8662207357859529,2.3981826
0.8729096989966554,2.4159367
0.8795986622073577,2.433691
0.8862876254180603,2.4514449000000003
0.8929765886287626,2.469199
0.899665551839465,2.4869527999999996
0.9063545150501672,2.5047064
0.9130434782608696,2.5224607000000003
0.9197324414715721,2.5402145000000003
0.9264214046822744,2.5579686
0.9331103678929766,2.575723
0.9397993311036791,2.593477
0.9464882943143812,2.6112309
0.9531772575250836,2.6289847
0.959866220735786,2.6467389999999997
0.9665551839464884,2.6644928
0.9732441471571908,2.6822470000000003
0.979933110367893,2.7000007999999998
0.9866220735785952,2.7177553
0.9933110367892976,2.7355092
1.0,2.753263
